id,x,y,z,tonn,blockvalue,destination,Au (oz/ton),Ag (oz/ton),Cu %
20383,16,30,34,35349.57,73374,2,0.021151378361886724,0.9462872515846726,0.03286496950316511
18262,16,30,36,32479.15,-57648,2,0.005149851212239236,1.0003530492639123,0.024868403883722325
16185,16,30,38,16146,-28415,2,0.003995169082125604,1.000623188405797,0.03352173913043478
35638,16,32,18,34320,-65537,2,0.013125,0.9609999999999999,0.017125
34198,16,32,20,34320,-66404,2,0.0085,0.9609999999999999,0.020124999999999997
32532,16,32,22,34320,-65716,2,0.005625,0.9609999999999999,0.02675
30652,16,32,24,34320,-65036,2,0.0038749999999999995,0.9609999999999999,0.035375
28689,16,32,26,36816,101703,1,0.015629237288135596,0.9086779661016949,0.12653177966101695
26638,16,32,28,39312,148949,1,0.017875,0.863,0.18475
24587,16,32,30,39312,122778,1,0.02275,0.863,0.0905
22549,16,32,32,38547.6,292855,1,0.03345892351274788,0.8805467422096318,0.06443342776203966
20442,16,32,34,34444.8,70887,1,0.02269927536231884,0.9397753623188407,0.05060326086956521
18315,16,32,36,32447.969999999994,-57592,2,0.0033749947993664937,1.0260000000000002,0.02875000038523211
16238,16,32,38,8112,-14276,2,0.003,1.026,0.0355
34999,16,34,18,17160,-33503,2,0.01225,0.9609999999999999,0.018250000000000002
34249,16,34,20,30030,-58082,2,0.009571428571428571,0.9609999999999999,0.016428571428571428
32587,16,34,22,34319.99,-65716,2,0.006374999817890391,0.961,0.015500002768066078
30712,16,34,24,34320,-65036,2,0.0042499999999999994,0.9609999999999999,0.032749999999999994
28754,16,34,26,37440,192022,1,0.023522916666666668,0.8966874999999999,0.09310416666666665
26707,16,34,28,39312,338969,1,0.032,0.863,0.12287499999999998
24648,16,34,30,39312,10264,1,0.015625,0.863,0.0965
22604,16,34,32,36254.4,63964,1,0.021126506024096384,0.9376265060240964,0.0315933734939759
20497,16,34,34,33961.2,12260,1,0.018125401929260453,1.0024147909967849,0.027929260450160774
18365,16,34,36,33196.78,-55120,2,0.005249998343212806,1.026,0.03474999533087245
34296,16,36,20,17160,-33202,2,0.011,0.9609999999999999,0.017
32638,16,36,22,30029.989999999998,-57480,2,0.007714285952143175,0.9609999999999999,0.008285710384851944
30767,16,36,24,34320,-65036,2,0.004875,0.9609999999999999,0.01925
28814,16,36,26,39312,257708,1,0.03275,0.863,0.048374999999999994
26771,16,36,28,39312,709943,1,0.05600000000000001,0.863,0.0755
24701,16,36,30,38953.2,120742,1,0.02315378454144974,0.863,0.08424229074889869
22655,16,36,32,35489.99,2454,2,0.0131076931833455,0.9582922886143389,0.09180617661487084
20547,16,36,34,33196.799999999996,15806,2,0.012125000000000002,1.0260000000000002,0.07800000000000001
18412,16,36,36,24897.590000000004,-43141,2,0.00516666552867165,1.026,0.044500006225502146
34342,16,38,20,17160,-33202,2,0.012750000000000001,0.9609999999999999,0.0072499999999999995
31783,16,38,22,25739.979999999996,-49244,2,0.008333334369335175,0.9610000000000001,0.008499994560990336
30819,16,38,24,34008,-64446,2,0.005626146788990827,0.9609999999999999,0.006121559633027523
28870,16,38,26,36301.19,162531,1,0.02487495120683372,0.9089045838442209,0.024913193479332216
26829,16,38,28,38235.600000000006,657022,1,0.05281517747858016,0.8629999999999999,0.11009914320685432
24749,16,38,30,37377.6,301844,1,0.03003714524207012,0.8806878130217028,0.14529090150250418
22699,16,38,32,33867.6,118847,1,0.01172869645324735,1.0023496084753571,0.2582593274988485
20594,16,38,34,33196.799999999996,9334,2,0.006750000000000001,1.0260000000000002,0.14725000000000002
18461,16,38,36,16598.4,-29544,2,0.00625,1.026,0.01675
34386,16,40,20,17160,-21125,2,0.016,0.9609999999999999,0.005
31832,16,40,22,25271.989999999998,-48350,2,0.010024692554879928,0.9610000000000001,0.005163580311641466
30869,16,40,24,33383.95999999999,-63259,2,0.006752336151852568,0.9610000000000003,0.010462616178548025
28923,16,40,26,33914.38,-13033,2,0.012056580718857311,0.9525929113255206,0.024027138045867272
26886,16,40,28,36301.189999999995,247189,1,0.0293145737095671,0.9119557055843075,0.10938077512059523
24798,16,40,30,32947.2,33413,2,0.01597727272727273,1.0135587121212122,0.05448674242424243
22738,16,40,32,32822.4,-15862,1,0.013965779467680605,1.0259999999999998,0.04995437262357415
20633,16,40,34,33103.2,-53884,2,0.00710273327049953,1.0260000000000002,0.025512723845428846
18501,16,40,36,16598.4,-29544,2,0.0065,1.026,0.0285
34428,16,42,20,16707.6,-17059,1,0.016721755368814196,0.9331830065359477,0.006494864612511673
31878,16,42,22,24804,-47454,2,0.010166666666666666,0.961,0.006166666666666667
30917,16,42,24,33493.19,-57867,2,0.009372613656686627,0.9476716308598853,0.015301818071076537
28975,16,42,26,35474.4,-48818,2,0.012902814423922604,0.9086816182937556,0.03739182058047493
26942,16,42,28,33727.17,-41312,2,0.013049956459436119,0.9819703586159171,0.02555505220271965
24844,16,42,30,32915.98,-60391,2,0.011988626800721108,1.026,0.013111849016799744
22772,16,42,32,28766.4,-18671,1,0.016829718004338395,1.0259999999999998,0.012567245119305855
20664,16,42,34,16598.4,-18067,2,0.014750000000000001,1.026,0.01425
18531,16,42,36,4149.59,-7386,2,0.01,1.026,0.023
34470,16,44,20,16567.2,-26848,2,0.013994350282485878,0.9048945386064029,0.007500941619585688
31924,16,44,22,24960,-47752,2,0.010484374999999997,0.9610000000000001,0.005675000000000001
30965,16,44,24,33696,-63852,2,0.009372685185185185,0.9610000000000001,0.022243055555555558
29027,16,44,26,33446.380000000005,-62708,2,0.00950093313536472,0.9932574431074455,0.028673519824865944
26997,16,44,28,34366.770000000004,-8425,2,0.015472542226109698,0.9810880225287393,0.021734008753222955
24881,16,44,30,28953.58,-52971,2,0.011570044533353044,1.026,0.011000001381521731
22797,16,44,32,12448.800000000001,-15916,1,0.015333333333333334,1.026,0.011666666666666667
34512,16,46,20,17409.6,-28915,2,0.011724910394265233,0.9041971326164875,0.009746415770609319
32865,16,46,22,30030,-57480,2,0.010285714285714285,0.9609999999999999,0.00842857142857143
31013,16,46,24,34320,-65036,2,0.009999999999999998,0.9609999999999999,0.018125
29079,16,46,26,34663.18,-29895,2,0.012847437251862062,0.962669630426291,0.016156170899496235
27039,16,46,28,36254.37,51193,1,0.019195791017744896,0.9376264328962273,0.03351206820033006
24905,16,46,30,25662.0,-21977,2,0.015459574468085107,0.9947872340425533,0.01571489361702128
22811,16,46,32,8299.2,-11016,1,0.015500000000000002,1.026,0.0105
34554,16,48,20,12994.79,-25122,2,0.007660264613741353,0.9229496367390315,0.01497119076183609
32016,16,48,22,21450,-41051,2,0.009600000000000001,0.9609999999999999,0.0162
31061,16,48,24,34320,-65036,2,0.00925,0.9609999999999999,0.020375
29118,16,48,26,36051.6,7038,2,0.015594980527909998,0.9378463868455214,0.026306793595845954
27066,16,48,28,35895.57,54605,1,0.019899182823952928,0.9383723735268726,0.028796627271833262
24928,16,48,30,26067.600000000002,1610,1,0.018327947336923996,0.9667893476959905,0.016061041292639137
22823,16,48,32,8299.2,-2738,1,0.0175,1.026,0.01
33801,17,50,21,4290,-8279,2,0.009,0.961,0.016
32954,16,50,22,16848,-32261,2,0.010736111111111111,0.9609999999999999,0.018217592592592594
31109,16,50,24,33696,-63852,2,0.010118055555555557,0.961,0.015458333333333334
29153,16,50,26,35427.6,-13320,2,0.01677190664905328,0.9096050198150594,0.023132100396301192
27084,16,50,28,36753.590000000004,104350,1,0.02457513130009885,0.8814031864642339,0.028886677464704805
24946,16,50,30,25708.800000000003,3705,1,0.018527912621359225,0.9682378640776701,0.014059466019417474
22841,16,50,32,12448.800000000001,-645,1,0.018000000000000002,1.026,0.011666666666666665
32998,16,52,22,12558,-24025,2,0.011316770186335404,0.961,0.019658385093167703
30151,16,52,24,21138,-40034,2,0.010992619926199263,0.961,0.024819188191881923
29178,16,52,26,36301.2,-38733,2,0.015954877524709928,0.9089045981951012,0.0201418134937688
27100,16,52,28,38594.4,99748,1,0.024363379143088115,0.863,0.031680274858528694
24964,16,52,30,36348.0,170137,1,0.029016738197424896,0.9002171673819742,0.014891845493562234
22858,16,52,32,16411.2,8036,1,0.018994296577946768,1.026,0.009264258555133081
31199,16,54,24,17160,-32518,2,0.00975,0.9609999999999999,0.038
29200,16,54,26,30654,-56294,2,0.012720101781170482,0.9452900763358777,0.02727480916030534
27115,16,54,28,37939.2,54001,1,0.023355263157894737,0.863,0.018262746710526318
24981,16,54,30,37908.0,163802,1,0.029315637860082303,0.8629999999999999,0.009106172839506172
22872,16,54,32,25334.4,44156,1,0.022660098522167483,0.967384236453202,0.006182266009852218
20748,16,54,34,12261.6,17871,1,0.022007633587786256,1.026,0.009653944020356235
29227,16,56,26,8580,-16087,2,0.0105,0.9609999999999999,0.0235
27132,16,56,28,27424.800000000003,-46140,2,0.0140580204778157,0.8629999999999999,0.005554607508532422
25000,16,56,30,37939.2,71634,1,0.02059909539473684,0.8947331414473686,0.004274259868421054
22887,16,56,32,34444.8,25137,2,0.013405797101449273,0.9397753623188405,0.005561594202898551
20758,16,56,34,24928.8,-30408,2,0.006705882352941177,0.9962152690863582,0.0071188986232791004
18617,16,56,36,12448.800000000001,-22116,2,0.0,1.026,0.005666666666666667
26088,17,58,29,4227.6,-7821,2,0.015,0.863,0
23963,16,58,30,18969.6,85927,1,0.02633717105263158,0.8630000000000001,0.0051809210526315794
22905,16,58,32,30888.000000000004,47291,2,0.014599999999999997,0.9058080808080808,0.005278787878787879
20772,16,58,34,33820.8,-60710,2,0.002020295202952029,0.9820922509225093,0.00509870848708487
18628,16,58,36,32822.4,-58256,2,0.0,1.0259999999999998,0.005376425855513308
16529,16,58,38,20748.0,-36431,2,0.0,1.0260000000000002,0.005600000000000001
14460,16,59,40,4149.6,-7220,2,0,1.026,0.005
22936,16,60,32,9110.4,-16534,2,0.0,0.863,0.0105
20798,16,60,34,26020.800000000003,-46707,2,0.0,0.9403956834532375,0.005513189448441247
18641,16,60,36,32916.0,-58421,2,0.0,1.026,0.004492890995260664
16540,16,60,38,33196.799999999996,-58256,2,0.0,1.0260000000000002,0.0056250000000000015
14464,16,60,40,16598.4,-28880,2,0.0,1.026,0.005
18668,16,62,36,8299.2,-14730,2,0.0,1.026,0.004
16562,16,62,38,24897.6,-43692,2,0.0,1.0260000000000002,0.003666666666666667
15525,17,64,39,4149.6,-7261,2,0,1.026,0.014
7370,19,5,46,3120,-4087,1,0,1.108,0
8264,19,7,45,3120,-4087,1,0,1.108,0
7386,18,6,46,21840,-28609,1,0.0,1.108,0.0
6006,18,6,48,9360,-12261,1,0.0,1.108,0.0
11334,18,8,42,12480,-16348,1,0.0,1.108,0.0
9273,18,8,44,24960,-32696,1,0.0,1.108,0.0
7434,18,8,46,24960,-32696,1,0.0,1.108,0.0
6034,18,8,48,24960,-32696,1,0.0,1.108,0.0
4822,18,8,50,9360,-12261,1,0.0,1.108,0.0
15538,18,10,38,13338,-19262,1,0.0017894736842105265,1.0683333333333336,0.007157894736842106
13413,18,10,40,24960,-32696,1,0.0,1.108,0.0
11359,18,10,42,24960,-32696,1,0.0,1.108,0.0
9337,18,10,44,24960,-32696,1,0.0,1.108,0.0
7499,18,10,46,24960,-32696,1,0.0,1.108,0.0
6102,18,10,48,24960,-32696,1,0.0,1.108,0.0
4858,18,10,50,12480,-16348,1,0.0,1.108,0.0
20928,18,12,32,8112,-14682,2,0.005,0.975,0.0125
18776,18,12,34,28392,-50940,2,0.004571428571428572,0.9749999999999999,0.009857142857142856
17688,18,12,36,32292,-57316,2,0.0050048309178743955,0.9749999999999998,0.01920048309178744
15557,18,12,38,30108,-50100,2,0.003699481865284974,1.0025647668393782,0.019950777202072542
13454,18,12,40,24960,-32696,1,0.0,1.108,0.0
11430,18,12,42,24960,-32696,1,0.0,1.108,0.0
9420,18,12,44,24960,-32696,1,0.0,1.108,0.0
7575,18,12,46,24960,-32696,1,0.0,1.108,0.0
6178,18,12,48,24960,-32696,1,0.0,1.108,0.0
4929,18,12,50,6240,-8174,1,0.0,1.108,0.0
20934,18,14,32,16224,-29364,2,0.00525,0.975,0.01175
19868,18,14,34,32448,-58240,2,0.004250000000000001,0.9749999999999999,0.010374999999999999
17729,18,14,36,32136,-57038,2,0.0036213592233009717,0.9749999999999999,0.01420388349514563
15611,18,14,38,31824,-55848,2,0.003125,0.975,0.0245
13528,18,14,40,30108,-49620,2,0.0010569948186528498,1.0025647668393782,0.020347150259067356
11517,18,14,42,24960,-32696,1,0.0,1.108,0.0
9511,18,14,44,24960,-32696,1,0.0,1.108,0.0
7656,18,14,46,24960,-32696,1,0.0,1.108,0.0
6257,18,14,48,24960,-32696,1,0.0,1.108,0.0
25156,18,16,28,9469.2,-4781,1,0.01544316309719934,1.0459999999999998,0.07915156507413508
24094,18,16,30,36441.6,-59490,2,0.012875000000000001,1.046,0.020625
22010,18,16,32,33446.4,-60706,2,0.005302238805970149,0.9943395522388059,0.010955223880597014
19907,18,16,34,32448,-58240,2,0.0028750000000000004,0.9749999999999999,0.017875000000000002
17778,18,16,36,32292,-57315,2,0.0,0.9749999999999998,0.017014492753623187
15679,18,16,38,31980,-56122,2,0.0,0.9749999999999999,0.02209512195121951
13612,18,16,40,31824,-55208,2,0.0,0.975,0.025750000000000002
11605,18,16,42,30108,-49146,2,0.0,1.0025647668393782,0.019290155440414507
9603,18,16,44,24960,-32696,1,0.0,1.108,0.0
7751,18,16,46,24960,-32696,1,0.0,1.108,0.0
6338,18,16,48,12480,-16348,1,0.0,1.108,0.0
25188,18,18,28,19656,2642,1,0.0155,1.046,0.09574999999999999
24128,18,18,30,38235.600000000006,-62392,2,0.013009383924928598,1.046,0.03668298653610771
22057,18,18,32,35302.8,-64080,2,0.008774635439681837,1.0215280600972159,0.0123972602739726
19960,18,18,34,32448,-58240,2,0.004625,0.9749999999999999,0.013374999999999998
17837,18,18,36,32448,-57592,2,0.0045,0.9749999999999999,0.015125
15748,18,18,38,32370,-56807,2,0.0035084337349397593,0.9749999999999999,0.02772289156626506
13696,18,18,40,31980,-55479,2,0.0025121951219512196,0.9749999999999999,0.025500000000000002
11694,18,18,42,31980,-54843,2,0.0025121951219512196,0.9749999999999999,0.02149268292682927
9697,18,18,44,26208,-41878,2,0.001380952380952381,1.0066666666666666,0.014934523809523809
7848,18,18,46,3120,-4087,1,0,1.108,0
32279,18,20,22,8580,-16429,2,0.008,0.824,0.019
30339,18,20,24,23321.989999999998,32180,1,0.01856187786719744,0.9643278193670437,0.04728763883356438
28319,18,20,26,39312,137439,1,0.022375,1.0460000000000003,0.10287500000000001
26244,18,20,28,39312,45445,1,0.016749999999999998,1.0460000000000003,0.10425
24177,18,20,30,39312,-3864,1,0.017375,1.0460000000000003,0.04775
22118,18,20,32,36160.799999999996,-65643,2,0.008647972389991371,1.013593615185505,0.019923641069887837
20027,18,20,34,32728.799999999996,-58745,2,0.00474928503336511,0.9750000000000001,0.015887511916110587
17909,18,20,36,32916.0,-58421,2,0.0048739336492890995,0.9750000000000001,0.00823222748815166
15826,18,20,38,32541.6,-57109,2,0.00524928092042186,0.975,0.03570469798657719
13780,18,20,40,32058,-55615,2,0.005253041362530414,0.9749999999999999,0.028360097323600977
11782,18,20,42,12012,-20620,2,0.005,0.9749999999999999,0.020688311688311686
33172,18,22,20,30030,-58082,2,0.013285714285714286,0.824,0.016714285714285713
32291,18,22,22,34319.97,-65716,2,0.006249999344405022,0.8239999999999998,0.014999999417248907
30356,18,22,24,35567.99,30995,2,0.013875001932917774,0.8853421225095935,0.03839693555919241
28370,18,22,26,39312,137615,1,0.020874999999999998,1.0460000000000003,0.12437499999999999
26300,18,22,28,39312,114879,1,0.019375000000000003,1.0460000000000003,0.125625
24239,18,22,30,39312,72951,1,0.019375,1.0460000000000003,0.081125
22186,18,22,32,38547.6,-36395,1,0.01558073654390935,1.0383569405099151,0.01786402266288952
20099,18,22,34,33961.2,-60960,2,0.0059453376205787795,0.9852733118971061,0.011488745980707395
17985,18,22,36,32510.38,-57702,2,0.007638194631991383,0.975,0.00862763861880421
15906,18,22,38,31823.929999999993,-55848,2,0.00849999890019869,0.975,0.02462500011783586
13865,18,22,40,31823.929999999993,-55208,2,0.007749999450099344,0.975,0.0216249963470885
34777,18,24,18,12870,-25095,2,0.016333333333333335,0.824,0.020666666666666667
34009,18,24,20,34320,-66404,2,0.01275,0.824,0.014124999999999999
32326,18,24,22,34319.979999999996,-65716,2,0.005624999490092943,0.824,0.010750000145687732
30407,18,24,24,34320,-65036,2,0.0055000000000000005,0.824,0.0215
28429,18,24,26,39312,2915,1,0.013749999999999998,1.0460000000000003,0.08300000000000002
26363,18,24,28,39312,179327,2,0.021125,1.0460000000000003,0.104625
24306,18,24,30,39312,254566,1,0.025625000000000002,1.0460000000000003,0.159
22257,18,24,32,39312,20395,1,0.015375000000000002,1.0460000000000003,0.037125000000000005
20174,18,24,34,36082.8,-64774,2,0.00122568093385214,1.0136770428015565,0.009028102031993083
18064,18,24,36,32167.199999999997,-57096,2,0.0,0.975,0.00848933074684772
15988,18,24,38,31824,-55848,2,0.0,0.975,0.02425
13948,18,24,40,7955.99,-13802,2,0.003999994972341594,0.975,0.02350000942685951
36186,19,27,17,4414.8,9767,1,0.026,0.874,0.054
34806,18,26,18,30404.38,-27744,1,0.019605436453563597,0.8457803816423817,0.026094395939006153
34045,18,26,20,34319.97,-66404,2,0.009625002294582423,0.8239999999999998,0.013500003350818779
32367,18,26,22,34319.979999999996,-65716,2,0.005624999781468405,0.824,0.012374999344405214
30467,18,26,24,34320,-65036,2,0.004625,0.824,0.020375
28493,18,26,26,38064,61400,1,0.011842213114754098,0.9959590163934426,0.13886680327868856
26430,18,26,28,39312,471090,1,0.027874999999999997,1.0460000000000003,0.30262500000000003
24377,18,26,30,39312,348154,1,0.025625,1.0460000000000003,0.24787499999999998
22332,18,26,32,39312,101316,1,0.018874999999999996,1.0460000000000003,0.08187499999999999
20250,18,26,34,37783.2,-65538,2,0.0040317919075144515,1.030404624277457,0.012407514450867053
18141,18,26,36,33196.799999999996,-52656,2,0.005875000000000001,0.9750000000000002,0.03887500000000001
16064,18,26,38,32681.98,-57354,2,0.005205725601692431,0.975,0.047417660741485075
36202,18,28,16,17659.19,17933,1,0.024750000990985434,0.8740000000000001,0.03100000792788345
35540,18,28,18,34819.2,-50188,2,0.016416218637992832,0.849358422939068,0.024086021505376348
34092,18,28,20,34319.96,-66404,2,0.007750000874126892,0.824,0.00900000029137563
32419,18,28,22,34319.979999999996,-65716,2,0.005874999635780675,0.824,0.01662500327797394
30529,18,28,24,34320,-65036,2,0.0045,0.824,0.030875000000000003
28559,18,28,26,37440,161298,1,0.009610416666666666,0.9696874999999999,0.2812041666666666
26500,18,28,28,39312,762801,1,0.016999999999999998,1.0460000000000003,0.7076250000000001
24451,18,28,30,39312,497379,1,0.02,1.0460000000000003,0.46375000000000005
22410,18,28,32,39312,258607,1,0.022625,1.0460000000000003,0.194125
20318,18,28,34,37783.2,-34212,2,0.011858381502890173,1.030404624277457,0.042202312138728326
18208,18,28,36,24897.6,-38092,2,0.013666666666666667,0.9750000000000001,0.020000000000000004
16130,18,28,38,8299.19,-14564,2,0.010500001807405302,0.975,0.07249995963461493
36240,18,30,16,21824.379999999997,11153,1,0.02122515874448667,0.9031458167425603,0.0350171468788575
35589,18,30,18,34320,-50938,2,0.015500000000000002,0.8924999999999998,0.021375
34145,18,30,20,34319.97,-66404,2,0.008500001311189958,0.8925000199592248,0.010624998798075871
32476,18,30,22,34319.99,-65716,2,0.006124999745046548,0.8924999800407866,0.02462500338723875
30591,18,30,24,34320,-65036,2,0.004625,0.8924999999999998,0.043
28625,18,30,26,36816,174719,2,0.00930508474576271,0.9256016949152541,0.3039300847457627
26570,18,30,28,39312,800638,1,0.013125000000000001,0.9544999999999999,0.81775
24525,18,30,30,39312,517832,1,0.015375000000000002,0.9544999999999999,0.565125
22486,18,30,32,39312,285273,1,0.02125,0.9544999999999999,0.257625
20385,18,30,34,29484,48801,1,0.017,0.9544999999999998,0.11716666666666668
18264,18,30,36,18127.2,-32173,2,0.007457831325301203,0.9142771084337349,0.02737951807228916
37410,18,32,14,13244.400000000001,-17628,1,0.017666666666666664,0.849,0.029
36281,18,32,16,21574.78,22384,1,0.020818507998691064,0.9380817371023018,0.03540925284058517
35640,18,32,18,34320,-46275,2,0.014499999999999999,0.9609999999999999,0.014875
34200,18,32,20,34320,-66404,2,0.011000000000000001,0.9609999999999999,0.017375000000000005
32534,18,32,22,34319.969999999994,-65716,2,0.006874999890734173,0.961,0.041500001311189964
30654,18,32,24,34319.99,-65035,2,0.005624999599358859,0.961,0.0636250063009925
28691,18,32,26,36816,146046,1,0.012358050847457626,0.9086779661016949,0.2474957627118644
26640,18,32,28,39312,549264,1,0.015249999999999998,0.863,0.621625
24589,18,32,30,39312,291259,1,0.01175,0.863,0.45287499999999997
22551,18,32,32,38235.6,157402,1,0.01541370869033048,0.8630000000000001,0.24432558139534885
20444,18,32,34,37876.8,50665,1,0.014940280065897857,0.8629999999999999,0.203163097199341
18317,18,32,36,17721.6,-31457,2,0.004883802816901409,0.9003063380281691,0.04390845070422535
37939,18,34,14,17534.4,-26466,1,0.015230427046263343,0.8764021352313167,0.021798042704626333
36342,18,34,16,21449.98,22109,1,0.020999997668995494,0.961,0.027599992634025766
35688,18,34,18,34320,-48310,2,0.015750000000000004,0.9609999999999999,0.014624999999999999
34251,18,34,20,34320,-66404,2,0.011875,0.9609999999999999,0.022375
32589,18,34,22,34319.969999999994,-65716,2,0.0082500010926583,0.961,0.04925000080128276
30714,18,34,24,34320,-65036,2,0.0052499999999999995,0.9609999999999999,0.067875
28756,18,34,26,37440,130518,1,0.014581249999999997,0.8966874999999999,0.20562916666666664
26709,18,34,28,39312,372398,1,0.0175,0.863,0.4342499999999999
24650,18,34,30,39312,166704,1,0.011249999999999998,0.863,0.34325
22606,18,34,32,39312,145314,1,0.013499999999999996,0.863,0.242875
20499,18,34,34,38547.6,34399,1,0.014685552407932012,0.8805467422096318,0.1515014164305949
18367,18,34,36,16598.38,-14537,1,0.012750004518513252,1.026,0.04700000000000001
37977,18,36,14,17409.6,-27523,2,0.013971326164874554,0.9041971326164875,0.03163888888888889
36363,18,36,16,25740,3535,1,0.019333333333333334,0.9609999999999999,0.024
35732,18,36,18,34320,-36203,1,0.015374999999999998,0.9609999999999999,0.032875
34297,18,36,20,34319.99,-48917,2,0.014499997523309303,0.961,0.022250002112471478
32640,18,36,22,34319.99,-64661,2,0.010250000946969975,0.961,0.043874989474064534
30769,18,36,24,34319.99,-65035,2,0.00574999963578078,0.961,0.06275000254953454
28816,18,36,26,38688,87213,1,0.016431451612903224,0.8738669354838708,0.16500403225806454
26773,18,36,28,39312,208201,1,0.019624999999999997,0.863,0.24499999999999997
24703,18,36,30,39312,162676,1,0.012374999999999999,0.863,0.318625
22657,18,36,32,39312,-71026,2,0.007875,0.863,0.12050000000000001
20549,18,36,34,37783.2,-14251,1,0.014118497109826588,0.8988034682080924,0.08983526011560694
18414,18,36,36,20747.989999999998,5178,1,0.015000002409871996,1.0260000000000002,0.06660001523039098
38014,18,38,14,17409.6,-11901,1,0.015471326164874554,0.9041971326164875,0.07233512544802867
36405,18,38,16,25740,-1195,1,0.018166666666666664,0.9609999999999999,0.0385
35775,18,38,18,34319.99,4563,1,0.016874997923950443,0.961,0.06374999497377476
34343,18,38,20,34319.95999999999,25309,1,0.020124996649180243,0.9610000000000004,0.01962500072843908
32688,18,38,22,34320,-62528,2,0.011375,0.9609999999999999,0.032625
30821,18,38,24,34319.979999999996,-65034,2,0.006374999635780674,0.961,0.038000002039628236
28872,18,38,26,35567.99,-45655,2,0.007763158390451639,0.9339210450182874,0.06509430811243481
26831,18,38,28,38688,153867,1,0.016923387096774194,0.8738669354838708,0.2215725806451613
24751,18,38,30,39312,556124,1,0.019999999999999997,0.863,0.554875
22701,18,38,32,39312,37226,1,0.010125,0.863,0.22812500000000002
20596,18,38,34,37018.8,88104,1,0.013253687315634217,0.9178141592920352,0.20973156342182886
18463,18,38,36,17362.800000000003,-4065,1,0.015672955974842764,0.9798679245283018,0.055188679245283014
38049,18,40,14,17659.2,-9846,2,0.017499999999999998,0.849,0.05325
36444,18,40,16,26239.199999999997,74380,1,0.024206302021403097,0.8856230677764566,0.05197443519619502
35816,18,40,18,34319.99,6705,1,0.01737499836101351,0.961,0.04200000466200603
34387,18,40,20,34320,20346,1,0.020374999999999997,0.9609999999999999,0.017499999999999998
32734,18,40,22,34320,-45925,2,0.013375000000000001,0.9609999999999999,0.019375
30871,18,40,24,34319.979999999996,-65036,2,0.008750001311189576,0.961,0.020125001529721173
28925,18,40,26,34163.97,-64056,2,0.0061164378729989515,0.9609999999999999,0.019945208651102317
26888,18,40,28,38329.2,126489,1,0.018551892551892553,0.873968660968661,0.1743317053317053
24800,18,40,30,38594.4,768831,1,0.030372675828617624,0.863,0.5789215844785772
22740,18,40,32,37018.799999999996,191137,1,0.019430678466076698,0.8808592498946481,0.27531563421828914
20635,18,40,34,32011.2,10380,1,0.015314327485380115,0.9259122807017542,0.09264424951267056
18503,18,40,36,9063.6,-5656,1,0.015542168674698794,0.9376265060240964,0.055867469879518065
38083,18,42,14,17191.190000000002,33747,1,0.020540832833561843,1.0162186596739375,0.05203629766176744
36482,18,42,16,26488.8,118208,1,0.027333333333333334,0.8490000000000001,0.0645
35856,18,42,18,35068.799999999996,-5581,2,0.016133007117437728,0.8764021352313168,0.05241903914590749
34429,18,42,20,34320,-12573,1,0.018125,0.9609999999999999,0.015
32778,18,42,22,34164,-42524,2,0.015264840182648403,0.961,0.0189337899543379
30919,18,42,24,34164,-64739,2,0.010497716894977166,0.9609999999999997,0.009269406392694064
28977,18,42,26,34944,8708,2,0.015265625,0.9334374999999999,0.03798660714285714
26944,18,42,28,37876.8,78682,1,0.021411037891268532,0.8629999999999999,0.10314950576606259
24846,18,42,30,32962.8,366217,1,0.030425461429247513,0.8629999999999999,0.3057136772361571
22774,18,42,32,13525.2,124306,1,0.026713956170703573,0.9118811995386389,0.26388235294117646
38117,18,44,14,17035.2,19429,1,0.017,1.074,0.067
36520,18,44,16,26067.6,162480,1,0.03158587672052664,0.8857594254937164,0.04812507480550569
35896,18,44,18,34522.770000000004,11829,2,0.019243105637235944,0.8489999999999999,0.03360143117136892
34471,18,44,20,33430.78,11419,1,0.019526829167611406,0.9192939554506355,0.017599156824937977
32822,18,44,22,33384,-45028,2,0.014637850467289716,0.9610000000000001,0.013813084112149532
30967,18,44,24,33384,-63260,2,0.011009345794392522,0.9610000000000001,0.011037383177570094
29029,18,44,26,34070.4,25275,2,0.019170329670329667,0.9347948717948718,0.042933608058608054
26999,18,44,28,22776.0,159595,1,0.0346,0.8630000000000001,0.08499999999999999
38151,18,46,14,17035.190000000002,15083,1,0.018249997211654226,1.0739999999999998,0.041750003962386095
36558,18,46,16,25864.8,117211,1,0.028170687575392043,0.9971905910735827,0.02140168878166466
35934,18,46,18,35318.4,-19035,1,0.017374999999999998,0.849,0.01775
34513,18,46,20,34912.78999999999,-18564,1,0.018088916984291437,0.8760241043468598,0.014112152595080488
32867,18,46,22,34164,-43900,2,0.01434931506849315,0.961,0.02048858447488584
31015,18,46,24,34320,-61295,2,0.012249999999999999,0.9609999999999999,0.0165
29081,18,46,26,36816,169442,2,0.027114406779661017,0.9086779661016949,0.05297881355932203
27041,18,46,28,19656,183808,1,0.03675,0.863,0.08524999999999999
37695,18,48,14,8517.6,791,1,0.017499999999999998,1.074,0.028999999999999998
37168,18,48,16,17035.19,60793,1,0.026000001174040326,1.074,0.010250000733775202
35972,18,48,18,35162.4,-38257,2,0.01483007985803017,0.876251552795031,0.00812111801242236
34555,18,48,20,35193.6,-62687,2,0.011386968085106385,0.8626524822695035,0.015591755319148937
